,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,got,76,got it,70,it got it,45
1,it,73,it got,45,got it got,44
2,i,29,i got,20,got it i,14
3,then,21,it i,14,i got it,14
4,my,14,one is,9,it i got,8
5,is,13,i have,7,got it okay,5
6,like,13,upside down,6,it okay i,5
7,one,11,first one,6,okay i got,5
8,with,10,it okay,5,my first one,5
9,down,8,okay i,5,first one is,5
10,have,8,my first,5,it i have,5
11,first,6,it my,4,got it my,4
12,upside,6,is giant,3,last one is,3
13,duck,6,down then,3,it my first,3
14,okay,5,last one,3,my last one,2
15,triangle,5,with two,3,my second is,2
16,person,4,up then,2,one is giant,2
17,giant,4,looks like,2,i think i,2
18,of,4,i think,2,think i got,2
19,right,4,think i,2,i got that,2
