,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,got,268,got it,206,got it got,122
1,it,226,it got,122,it got it,118
2,i,168,i have,69,i got it,18
3,have,72,i got,60,got it i,17
4,then,48,then i,22,then i have,16
5,like,33,it i,19,got it okay,15
6,okay,33,it okay,15,okay got it,9
7,that,31,upside down,14,it i got,7
8,down,22,okay i,13,i think i,7
9,with,22,i think,11,okay i have,7
10,to,20,okay got,11,it i have,6
11,yeah,17,got that,11,that got it,6
12,going,17,going to,8,got it ok,6
13,ok,16,have an,7,i have an,6
14,triangle,15,think i,7,think i got,6
15,boat,14,looks like,7,loch ness monster,6
16,of,14,it ok,7,i got that,6
17,upside,14,ness monster,6,it okay got,6
18,on,14,hold on,6,going to left,5
19,dog,13,dog going,6,it okay i,5
