,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,got,95,got it,35,got it got,11
1,it,46,ive got,27,it got it,8
2,i,38,i got,21,got it ive,6
3,this,37,got this,11,it ive got,6
4,then,34,it got,11,ive got this,5
5,ive,27,upside down,10,so ive got,5
6,down,25,fish swimming,7,i got this,5
7,bird,21,so i,7,got it i,4
8,that,21,bird flying,7,fish swimming down,4
9,to,19,flying bird,6,so i got,4
10,so,18,sea monster,6,dog got it,3
11,flying,17,it ive,6,sail boat avalanche,3
12,is,17,so ive,5,okay so i,3
13,up,17,okay so,5,it i got,3
14,sailboat,15,kind of,5,there was this,3
15,boat,14,there was,4,rocket ships sail,3
16,with,14,first one,4,on top of,3
17,like,14,lets see,4,ships sail boat,3
18,on,14,this bird,4,bird flying up,3
19,of,13,turkey vulture,4,bird flying down,2
