,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,i,147,i have,84,you repeat those,15
1,got,105,got it,70,got it i,14
2,it,98,flying bird,28,got it got,13
3,have,88,i got,27,it i have,12
4,with,71,upside down,24,it got it,12
5,like,58,you repeat,19,can you repeat,12
6,person,46,can you,17,so i have,11
7,down,41,looks like,17,repeat those please,10
8,you,41,loch ness,16,i got it,8
9,flying,36,it i,15,shark with box,7
10,then,35,repeat those,15,duck flying bird,6
11,to,34,so i,14,on its head,6
12,bird,34,it got,14,with box on,6
13,so,33,with two,13,it looks like,6
14,dog,32,okay so,10,could you repeat,6
15,is,32,those please,10,i have person,6
16,its,32,out of,9,got it okay,5
17,on,31,shark with,8,i have dog,5
18,triangle,29,person with,8,okay so i,5
19,head,29,palm tree,8,please i have,4
