,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,it,63,got it,53,got it got,28
1,got,59,it got,28,it got it,28
2,then,52,i have,23,then i have,10
3,i,44,one is,19,i got it,10
4,like,28,i got,15,got it i,9
5,is,27,upside down,14,first one is,8
6,have,25,then i,11,got it my,5
7,one,24,first one,10,my first one,5
8,with,21,it i,9,it i have,5
9,my,19,my first,7,i have like,5
10,down,16,have like,6,it my first,4
11,on,15,then like,6,it i got,4
12,upside,14,it my,5,last one is,3
13,first,12,looks like,4,lady in dress,3
14,triangle,12,with two,4,next one is,3
15,person,10,my next,4,my next one,3
16,boat,9,okay i,4,okay i got,3
17,of,7,down then,4,i dont know,3
18,giant,7,person like,3,kinda looks like,2
19,or,7,with triangle,3,it kinda looks,2
