,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,it,187,got it,169,it got it,102
1,got,178,it got,103,got it got,102
2,then,86,i got,27,i got it,20
3,i,66,i have,27,got it okay,13
4,like,35,one is,15,got it i,12
5,one,32,upside down,14,first one is,8
6,have,29,it okay,13,then upside down,6
7,with,21,it i,12,it i got,6
8,down,21,first one,12,okay i have,6
9,is,20,yeah i,8,yeah i got,6
10,okay,18,second one,7,okay got it,5
11,of,16,my first,7,it has like,5
12,first,15,sailboat then,6,got it gotcha,5
13,sailboat,14,okay i,6,gotcha got it,5
14,upside,14,looks like,6,my first one,5
15,my,14,it has,6,got it yeah,5
16,on,14,kind of,6,think i got,5
17,yeah,11,then upside,6,it okay i,5
18,triangle,11,has like,5,it first one,4
19,right,10,it gotcha,5,it i have,4
