,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,i,126,i have,51,then i got,8
1,got,72,i got,43,then i have,7
2,have,54,got it,24,got it i,6
3,it,42,upside down,18,got it got,5
4,like,32,then i,15,loch ness monster,5
5,then,28,it i,9,it got it,5
6,down,24,flying bird,8,it i have,4
7,you,19,i think,5,i got it,4
8,of,19,ness monster,5,upside down flamingo,4
9,upside,18,loch ness,5,flying bird i,3
10,that,17,it got,5,i think i,3
11,bird,16,super shredder,5,i have sideways,3
12,with,16,i guess,5,i have this,3
13,triangle,14,of it,4,i dont know,3
14,boat,14,with two,4,i got dog,3
15,one,13,duck with,4,bird i have,3
16,okay,13,okay i,4,it i got,3
17,two,13,dont know,4,duck with two,3
18,dog,12,i dont,4,an upside down,3
19,is,12,down flamingo,4,hexagon blob barn,2
