,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,it,76,got it,74,got it got,49
1,got,76,it got,49,it got it,49
2,i,13,i got,7,i got it,6
3,with,13,on its,5,on its side,4
4,then,12,its side,4,okay i got,3
5,on,12,okay i,3,got it yeah,2
6,triangle,8,on right,3,got it guy,2
7,its,8,with two,3,i think i,2
8,boat,7,triangle body,3,out of it,2
9,house,6,um house,2,taken out of,2
10,of,6,out of,2,think i got,2
11,down,5,think i,2,it yeah i,2
12,side,5,with square,2,got it bird,2
13,bird,5,i think,2,lady in dress,1
14,square,5,then triangle,2,sailboat with two,1
15,two,4,taken out,2,dress got it,1
16,one,4,it yeah,2,it bird taking,1
17,um,4,it guy,2,bird taking shit,1
18,out,4,of it,2,taking shit sailboat,1
19,shapes,4,holding tray,2,shit sailboat with,1
