,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,it,257,got it,217,got it got,90
1,got,231,it got,90,it got it,89
2,then,213,i have,73,got it i,64
3,like,182,i got,70,i got it,63
4,i,174,it i,64,it i have,38
5,have,77,upside down,31,got it okay,23
6,one,63,one is,30,it i got,21
7,person,53,it okay,23,okay i got,15
8,is,51,then like,23,it okay i,14
9,my,47,okay i,19,one is like,10
10,with,47,has like,18,i have like,9
11,on,42,then my,18,second one is,9
12,in,41,my top,16,it has like,9
13,triangle,40,is like,15,my top one,9
14,top,40,second one,14,my second one,8
15,down,39,then person,14,my third one,8
16,okay,38,it has,14,i think i,8
17,boat,35,looks like,13,think i got,8
18,its,31,top one,13,loch ness monster,8
19,upside,31,then boat,11,then upside down,8
