,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,got,218,got it,187,got it got,98
1,it,214,it got,99,it got it,97
2,then,145,one is,91,first one is,31
3,one,127,i got,53,i got it,27
4,is,117,upside down,45,my first one,18
5,i,89,first one,41,got it okay,18
6,like,86,third one,22,third one is,17
7,with,72,my first,20,got it i,16
8,my,66,second one,19,second one is,16
9,down,59,it okay,18,last one is,15
10,first,50,okay i,17,okay i got,12
11,upside,45,i have,17,it i got,11
12,okay,42,then my,17,got it first,10
13,triangle,31,last one,17,one is like,10
14,last,29,it i,16,it first one,9
15,third,29,is like,13,out of it,8
16,second,29,looks like,12,okay got it,8
17,of,28,my third,11,is upside down,8
18,its,26,with two,11,then my last,7
19,top,25,it first,10,got it my,7
