,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,got,158,got it,146,got it got,102
1,it,149,it got,102,it got it,101
2,i,27,i got,17,i got it,15
3,okay,11,it i,8,got it i,8
4,like,9,ive got,7,got it okay,6
5,then,8,it okay,6,it i got,5
6,down,8,upside down,5,okay got it,5
7,ive,7,okay got,5,done got it,3
8,upside,5,i have,4,it okay got,3
9,thats,5,yeah i,3,it ive got,3
10,hes,5,okay i,3,got it ive,3
11,bird,5,rubber duck,3,okay i got,3
12,up,5,looks like,3,flying bird got,2
13,this,4,done got,3,think i got,2
14,have,4,it ive,3,got it so,2
15,gotcha,4,think i,2,i think i,2
16,with,4,i think,2,i have guy,2
17,dog,4,got half,2,it okay i,2
18,so,4,hes like,2,then i have,2
19,sideways,4,boat eraser,2,got it gotcha,2
