,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,i,36,i have,19,got it i,5
1,then,31,got it,12,then i have,5
2,got,28,upside down,12,i have dog,4
3,have,20,i got,11,it looks like,3
4,it,17,then i,7,it got it,3
5,down,17,looks like,5,got it got,3
6,like,13,it i,5,it i have,3
7,upside,12,have dog,4,got upside down,3
8,dog,10,it got,3,looks like shes,3
9,with,9,like shes,3,woman in dress,2
10,an,8,then sideways,3,upside down bird,2
11,facing,8,got upside,3,looks like woman,2
12,to,7,down i,3,then i got,2
13,right,6,facing down,3,down bird then,2
14,woman,6,rocket ship,3,bird then big,2
15,left,5,bird flying,3,then big bird,2
16,looks,5,it looks,3,big bird flying,2
17,bird,5,i had,3,down i got,2
18,waiter,5,then sea,2,have dog facing,2
19,or,4,um it,2,upside down guy,2
