,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,got,43,got it,21,it got it,6
1,i,33,i got,16,got it got,6
2,it,25,i have,11,i got this,5
3,then,23,upside down,8,then i have,5
4,have,14,then i,8,got it i,3
5,turkey,10,it got,6,flying bird with,3
6,down,10,flying bird,5,then i got,2
7,right,10,got this,5,in bottom right,2
8,looking,9,turkey looking,3,with head in,2
9,like,8,it i,3,bird with head,2
10,upside,8,bird with,3,i have pipe,2
11,with,8,ive got,3,i have guy,2
12,last,7,right then,3,then upside down,2
13,triangle,7,loch ness,3,boat i have,2
14,weird,7,one is,3,got it all,2
15,its,6,on left,3,upside down looking,2
16,guy,6,i dont,3,guy got it,2
17,you,6,all right,3,on left side,2
18,this,6,rubber ducky,3,got some weird,2
19,that,6,looks like,3,some weird monk,2
