,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,got,236,got it,168,got it got,83
1,it,182,it got,85,it got it,81
2,then,124,i got,54,got it i,20
3,i,101,upside down,24,it i got,15
4,one,52,i have,22,got it okay,15
5,with,45,it i,21,first one is,10
6,down,40,one is,19,so i got,9
7,like,36,it okay,15,got it ok,7
8,triangle,33,so i,15,got it yep,7
9,of,28,last one,10,i got it,7
10,is,27,first one,10,okay got it,6
11,have,24,ive got,10,it yep got,6
12,upside,24,then i,9,okay i have,6
13,okay,21,kind of,8,yep got it,6
14,so,21,yep got,7,okay so i,6
15,guy,21,second one,7,it okay i,5
16,on,20,duck with,7,it okay so,5
17,square,20,it yep,7,one got it,5
18,right,18,i think,7,then upside down,5
19,its,17,it ok,7,got it alright,5
