,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,it,62,got it,60,it got it,43
1,got,60,it got,43,got it got,43
2,i,17,i got,11,i got it,11
3,okay,4,it i,7,got it i,7
4,think,3,it okay,3,it i got,5
5,then,3,i think,2,got it okay,3
6,on,3,all right,2,think i got,2
7,is,2,okay i,2,it okay i,2
8,top,2,think i,2,call it shark,1
9,right,2,yep its,1,all right i,1
10,all,2,with square,1,stick all right,1
11,say,1,call it,1,on stick all,1
12,you,1,people call,1,hat on stick,1
13,bird,1,some people,1,top hat on,1
14,stuck,1,top some,1,then top hat,1
15,its,1,on top,1,shark then top,1
16,picture,1,square on,1,it shark then,1
17,frame,1,thing with,1,people call it,1
18,thing,1,shark then,1,then picture frame,1
19,with,1,then thing,1,some people call,1
