,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,got,44,got it,30,got it got,10
1,it,32,it got,10,it got it,10
2,i,27,i have,10,i got this,5
3,then,13,i got,9,got it i,3
4,have,10,got this,6,dude holding triangle,2
5,this,6,ive got,6,then i got,2
6,ive,6,upside down,5,looking up then,2
7,turkey,6,then i,5,i have guy,2
8,looking,6,we should,3,got it good,2
9,down,5,flying bird,3,all right i,2
10,right,5,looking left,3,then i have,2
11,flying,5,rubber ducky,3,down looking left,2
12,to,5,i had,3,it ive got,2
13,upside,5,loch ness,3,got it ive,2
14,left,5,to right,3,i have cave,2
15,you,5,it i,3,upside down looking,2
16,last,4,looking up,3,looks like hes,2
17,up,4,big turkey,2,loch ness monster,2
18,like,4,right i,2,alright i have,2
19,seal,4,turkey looking,2,i got it,2
