,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,got,23,i got,11,got it got,3
1,i,18,got it,11,it got it,3
2,it,13,christmas tree,4,then i got,2
3,in,6,it got,3,lady in dress,2
4,you,5,lady in,3,i got this,2
5,like,5,about to,2,two nacho bowl,2
6,that,5,in dress,2,i got it,2
7,to,4,jt hitler,2,crab speed boat,2
8,with,4,with his,2,tree crab speed,2
9,christmas,4,got this,2,christmas tree crab,2
10,tree,4,nacho bowl,2,totally have those,2
11,do,3,two nacho,2,vase christmas tree,2
12,im,3,i think,2,about to do,1
13,those,3,upside down,2,lady in fairy,1
14,crab,3,got like,2,do something something,1
15,first,3,crab speed,2,fairy spinning looks,1
16,then,3,totally have,2,in fairy spinning,1
17,this,3,have those,2,that one lady,1
18,me,3,speed boat,2,one lady in,1
19,his,3,tree crab,2,looks like that,1
