,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,i,237,i got,108,then i got,12
1,then,156,i have,96,then i have,11
2,got,138,upside down,47,all right i,10
3,have,101,then i,30,got upside down,9
4,one,70,all right,23,alright i got,9
5,down,64,one is,19,right i got,8
6,with,61,looks like,16,so i got,8
7,triangle,49,flying bird,16,i got upside,8
8,upside,47,then its,15,all right so,8
9,like,43,alright i,14,loch ness monster,8
10,is,41,right i,12,i have upside,7
11,to,38,rubber ducky,12,have upside down,7
12,its,36,so i,12,yeah yeah yeah,6
13,bird,35,last one,11,it looks like,6
14,right,35,we got,11,whole bunch of,6
15,it,34,to left,10,okay i got,6
16,on,32,okay i,9,i got this,6
17,sailboat,28,down then,9,then last one,6
18,of,27,weird shape,9,flying bird then,5
19,all,27,first one,9,i have sailboat,5
