,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,got,32,got it,19,got it okay,8
1,it,19,i got,11,okay got it,7
2,i,18,okay got,9,it okay got,6
3,okay,14,it okay,8,got it got,6
4,that,6,got that,6,it got it,5
5,boat,3,it got,6,okay i got,3
6,have,3,i have,3,okay got that,2
7,like,2,okay i,3,i got it,2
8,then,2,it i,2,i think i,2
9,ok,2,have like,2,i got that,2
10,think,2,think i,2,i have like,2
11,to,2,i think,2,that got it,2
12,diamond,2,that got,2,got that got,2
13,what,1,ok got,2,think i got,2
14,upside,1,that okay,2,got it i,2
15,raptor,1,dont even,1,got that okay,2
16,all,1,little upside,1,uh raptor okay,1
17,answer,1,flamingo flying,1,raptor okay i,1
18,right,1,flying bird,1,hammer okay got,1
19,on,1,bird then,1,it okay ill,1
