,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,i,183,i have,135,then i have,39
1,have,136,then i,41,i have this,12
2,then,66,flying bird,13,i dont know,8
3,with,48,have this,12,i have sideways,7
4,like,41,upside down,11,i have triangle,7
5,triangle,37,i got,11,i have like,6
6,to,24,okay i,9,i have dog,5
7,down,23,with two,9,have this other,5
8,one,23,i dont,8,i have crab,5
9,this,21,dont know,8,okay i have,5
10,going,20,right corner,8,loch ness monster,5
11,bird,20,going to,8,i have submarine,4
12,guy,19,have like,7,on one leg,4
13,right,18,have sideways,7,downward then i,4
14,dog,17,with like,7,have boat with,4
15,weird,17,have triangle,7,bird i have,4
16,flying,17,bird with,6,flying bird i,4
17,it,16,triangle legs,6,ok i have,4
18,is,16,christmas tree,6,i have boat,4
19,on,14,one is,6,legs spread apart,4
