,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,then,446,i have,152,got it i,26
1,like,306,got it,64,it i have,25
2,i,218,upside down,53,my top one,19
3,have,162,then like,44,one is like,18
4,it,123,one is,43,i got it,18
5,one,96,then person,32,left hand corner,16
6,its,91,it i,31,i have person,16
7,got,85,then boat,29,i have like,15
8,person,82,boat then,29,then boat then,15
9,with,80,hand corner,29,top one is,14
10,down,80,its like,28,hand corner then,13
11,boat,77,has like,26,right hand corner,13
12,my,74,my top,26,loch ness monster,13
13,in,71,is like,25,i dont know,12
14,on,70,top one,24,okay i have,12
15,is,69,looks like,23,got it got,12
16,triangle,69,i got,22,i have boat,11
17,top,63,left hand,22,it has like,11
18,right,58,right hand,20,it got it,11
19,upside,53,okay i,18,my third one,11
