,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,got,270,got it,229,it got it,120
1,it,258,it got,121,got it got,116
2,i,178,i have,68,i got it,41
3,have,72,i got,66,got it i,34
4,then,43,it i,38,it i got,16
5,like,34,upside down,16,it i have,15
6,with,33,then i,14,got it okay,12
7,down,31,it okay,12,then i have,12
8,okay,31,okay i,12,okay got it,8
9,that,29,looks like,12,it looks like,7
10,you,20,okay got,8,it okay i,6
11,is,20,ive got,7,okay i got,6
12,on,17,it looks,7,i think i,5
13,to,17,i think,6,okay i have,5
14,upside,16,think i,6,down then i,4
15,this,15,flying bird,6,think i got,4
16,sailboat,14,to left,5,got it you,4
17,boat,14,yeah i,5,i got this,4
18,flying,14,got this,5,an upside down,4
19,bird,13,got that,5,loch ness monster,4
