,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,got,241,got it,174,got it got,85
1,it,205,i have,94,it got it,80
2,i,176,it got,85,then i have,36
3,then,105,i got,57,got it i,25
4,have,102,then i,43,i got it,23
5,like,67,upside down,27,got it okay,14
6,with,53,it i,25,it i have,14
7,down,46,okay i,16,it i got,10
8,okay,34,ive got,15,an upside down,9
9,to,32,it okay,14,i have this,8
10,an,28,this weird,10,got it ive,7
11,one,28,with like,10,it okay i,7
12,upside,27,christmas tree,10,think i got,7
13,is,26,flying bird,9,it ive got,7
14,of,25,an upside,9,i think i,7
15,dog,25,going to,9,okay i got,7
16,right,24,think i,8,then i got,6
17,this,24,on one,8,i have like,6
18,that,23,have this,8,okay i have,6
19,tree,22,to right,8,i dont know,5
