,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,got,40,got it,17,loch ness monster,11
1,i,26,upside down,15,got it i,5
2,it,22,ive got,13,an upside down,4
3,down,19,i got,12,right side up,3
4,then,19,loch ness,11,guy tipping his,2
5,upside,15,ness monster,11,tipping his hat,2
6,ive,13,i have,8,it looks like,2
7,sailboat,13,bird flying,6,bird with tail,2
8,sideways,13,it i,5,it got it,2
9,flying,12,to left,5,pointing to left,2
10,with,12,an upside,4,ok ive got,2
11,bird,11,palm tree,3,flamingo looking backwards,2
12,monster,11,side up,3,bird flying up,2
13,loch,11,right side,3,got bird flying,2
14,triangle,11,christmas tree,3,boat got it,2
15,boat,11,speed boat,3,ness monster sideways,2
16,ness,11,last one,3,upside down sailboat,2
17,left,8,in dress,3,got it got,2
18,an,8,got an,3,ive got an,2
19,have,8,sailboat house,3,upside down boat,2
