,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,then,58,one is,36,second one is,10
1,one,50,got it,16,third one is,9
2,got,42,ive got,13,first one is,9
3,is,41,upside down,12,so i have,9
4,it,35,third one,12,last one is,7
5,with,24,first one,11,out of it,6
6,i,22,second one,11,then last one,4
7,like,21,i have,11,alright so i,4
8,down,18,last one,10,my first one,3
9,first,17,so i,10,got it alright,3
10,right,16,i got,9,upside down crow,3
11,last,15,of it,8,then ive got,3
12,of,14,all right,7,one is weird,3
13,thing,14,out of,6,then third one,3
14,second,13,looking thing,6,my first ones,3
15,ive,13,my first,6,left to right,3
16,upside,13,left to,5,it got it,3
17,third,12,then last,5,lady in dress,3
18,have,11,with triangle,5,right so i,3
19,so,11,to right,4,all right so,3
