,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,got,24,got it,17,got it got,10
1,it,19,it got,11,it got it,10
2,then,12,i have,5,of random shapes,2
3,i,7,ive got,5,so i have,2
4,down,6,upside down,5,stuff on it,2
5,have,6,all right,3,whole bunch of,2
6,boat,5,flying bird,2,right ive got,2
7,guy,5,it ok,2,got it ok,2
8,upside,5,ok i,2,bunch of random,2
9,shapes,5,right ive,2,all right so,1
10,bird,5,on it,2,christmas tree in,1
11,ive,5,stuff on,2,it have christmas,1
12,right,5,random shapes,2,have christmas tree,1
13,with,5,of random,2,got it have,1
14,like,4,bunch of,2,on it got,1
15,weird,4,whole bunch,2,of stuff on,1
16,of,4,bird with,2,tree in research,1
17,ok,3,so i,2,in research thing,1
18,sideways,3,then weird,2,with lot of,1
19,all,3,lost stuff,1,research thing boat,1
