,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,i,321,i got,143,then i have,31
1,got,194,i have,103,okay i got,19
2,then,134,upside down,54,okay i have,15
3,have,117,then i,47,loch ness monster,11
4,down,87,okay i,35,then i got,10
5,one,70,flying bird,25,an upside down,9
6,okay,59,got it,14,i have this,9
7,like,58,loch ness,13,i have an,8
8,upside,55,home plate,13,i have like,7
9,with,53,one is,13,i got triangle,7
10,triangle,53,i dont,12,have an upside,7
11,it,48,palm tree,11,i got dog,7
12,sideways,48,to left,11,i dont know,6
13,dog,46,speed boat,11,upside down sailboat,6
14,is,42,last one,11,on one foot,6
15,boat,42,i think,11,i got house,5
16,flying,42,ness monster,11,i got fish,5
17,sailboat,42,laying down,11,i got crab,5
18,bird,36,looks like,10,i have sideways,5
19,man,33,have like,10,i have flying,4
