,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,i,54,i have,30,got it got,10
1,then,51,got it,24,it got it,9
2,got,42,i got,14,then i have,5
3,have,33,all right,11,all right i,5
4,it,31,it got,10,got it i,4
5,like,18,upside down,10,okay i have,4
6,right,15,then i,8,all right so,4
7,down,14,okay i,6,i got you,4
8,boat,13,speed boat,6,right i have,4
9,with,13,right i,6,ness monster then,3
10,okay,13,boat then,5,loch ness monster,3
11,all,12,it i,5,then upside down,3
12,is,11,got you,5,one i have,3
13,one,10,looks like,5,right so i,3
14,upside,10,right so,4,okay got it,3
15,of,10,so i,4,square head towards,2
16,to,9,i think,4,so i have,2
17,its,9,one i,4,i got that,2
18,bird,8,loch ness,3,half eaten apple,2
19,on,8,okay got,3,first one i,2
