,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,i,218,i have,107,then i have,14
1,have,116,i got,70,then i got,10
2,got,91,upside down,28,loch ness monster,8
3,then,55,then i,25,i have dog,6
4,like,49,flying bird,16,i got an,5
5,down,38,got it,10,an upside down,5
6,it,36,super shredder,9,flying bird i,5
7,bird,32,looks like,8,i dont know,5
8,with,32,ness monster,8,bird upside down,4
9,upside,28,loch ness,8,legs i have,4
10,is,27,speed boat,7,boat i got,4
11,of,27,boat i,7,i got it,4
12,dog,26,of it,7,right side up,4
13,boat,25,okay i,7,upside down flamingo,4
14,that,22,i think,7,i got camel,4
15,thing,22,i dont,7,okay i have,4
16,triangle,21,bird i,6,i have sideways,4
17,two,21,have dog,6,lets talk about,4
18,flying,20,palm tree,6,upside down sombrero,3
19,okay,20,dont know,6,i have fish,3
