,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,it,84,got it,75,got it got,46
1,got,79,it got,46,it got it,45
2,then,44,one is,20,i got it,10
3,is,35,upside down,13,got it i,9
4,i,33,i got,13,my first one,9
5,my,30,i have,13,first one is,9
6,like,28,my first,11,got it my,7
7,one,24,first one,10,it i have,6
8,with,15,it i,9,it my first,6
9,down,15,it my,7,okay i got,5
10,have,14,then like,6,my next one,5
11,person,13,okay i,6,last one is,5
12,upside,13,my next,6,next one is,5
13,first,12,last one,5,my last one,4
14,in,12,next one,5,got it okay,4
15,okay,10,then person,4,my third is,3
16,on,10,with triangle,4,person with triangle,3
17,boat,9,i think,4,is upside down,3
18,triangle,9,it okay,4,lady in dress,3
19,giant,7,person with,4,i think i,3
