,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,got,62,got it,42,got it got,22
1,it,51,it got,24,it got it,21
2,i,35,i got,17,got it i,4
3,is,10,i have,6,i got dog,3
4,to,9,going to,5,i got that,3
5,you,9,got that,4,rocket ship going,2
6,that,8,it i,4,mate theyre going,2
7,like,8,you know,3,got it cool,2
8,have,7,got dog,3,it i have,2
9,going,7,flying bird,3,you got it,2
10,in,7,with his,3,so there is,2
11,this,7,dope got,2,got you got,2
12,his,7,bird flying,2,dope got it,2
13,because,6,one bird,2,got it sweet,2
14,then,6,it cool,2,i got ram,2
15,flying,5,it sweet,2,it i got,2
16,bird,5,there is,2,one bird flying,2
17,up,5,so there,2,it got you,2
18,dog,5,she throws,2,gotcha got it,2
19,hes,5,i dont,2,theyre going to,2
