,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,i,58,got it,37,got it got,19
1,got,57,i have,26,it got it,18
2,it,46,it got,19,then i have,11
3,have,26,i got,19,got it i,10
4,then,24,then i,14,it i have,7
5,with,16,it i,11,an upside down,6
6,down,14,upside down,8,i dont know,3
7,like,10,looks like,8,it i got,3
8,dog,10,an upside,6,ok got it,3
9,that,9,dont know,5,okay got it,3
10,um,9,i dont,4,then i got,3
11,looks,9,with two,3,have an upside,3
12,an,8,kind of,3,i got person,3
13,triangle,8,hat on,3,i have an,3
14,upside,8,ok got,3,i have duck,2
15,on,8,got person,3,see i got,2
16,of,8,out of,3,four things coming,2
17,in,7,in air,3,things coming out,2
18,know,6,okay got,3,coming out of,2
19,dont,6,have an,3,of it then,2
