,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,then,347,i have,155,third one is,25
1,i,230,upside down,93,first one is,24
2,one,167,one is,92,okay i have,21
3,have,164,i got,45,second one is,20
4,with,145,third one,39,out of it,19
5,is,135,got it,32,loch ness monster,16
6,like,129,first one,31,so i have,16
7,down,123,second one,30,i have guy,14
8,got,112,so i,26,got it got,13
9,it,100,with two,25,then upside down,13
10,upside,93,okay i,24,coming out of,12
11,triangle,85,out of,23,last one is,11
12,on,83,looks like,23,upside down flamingo,10
13,its,73,looking thing,22,fourth one is,10
14,in,68,last one,22,i dont know,10
15,boat,53,coming out,21,so i got,10
16,guy,51,of it,19,okay so i,9
17,thing,51,on its,19,then last one,9
18,of,50,loch ness,16,on its hind,9
19,first,50,ness monster,16,it got it,9
