,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,got,77,got it,68,got it got,42
1,it,71,it got,43,it got it,42
2,then,19,i got,12,got it i,7
3,i,15,it i,7,it i got,6
4,with,12,legs then,4,yep got it,4
5,one,6,it yep,4,it yep got,4
6,down,6,with its,4,got it yep,4
7,guy,5,one is,4,i got it,4
8,right,5,all right,4,gotcha got it,3
9,is,5,yep got,4,its wings spread,3
10,its,5,its wings,3,right i got,3
11,yep,4,wings spread,3,all right i,3
12,all,4,duck with,3,then duck with,3
13,legs,4,then duck,3,with its wings,3
14,weird,4,with no,3,with no legs,3
15,gotcha,3,no legs,3,no legs then,3
16,than,3,i think,3,it gotcha got,3
17,upside,3,right i,3,got it gotcha,3
18,no,3,then weird,3,one is upside,2
19,triangle,3,upside down,3,bird with its,2
