,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,got,124,got it,109,got it got,89
1,it,113,it got,89,it got it,85
2,i,15,i got,9,i got it,7
3,that,7,ive got,6,got it ive,4
4,ive,6,it i,5,it ive got,4
5,with,6,got got,4,it i got,4
6,boat,6,it ive,4,got it i,4
7,okay,5,i think,3,got got it,3
8,thing,4,okay got,3,okay got it,3
9,then,4,look at,2,that wished it,2
10,think,3,got cave,2,think i got,2
11,like,3,at that,2,i think i,2
12,ram,3,wished it,2,okay i think,2
13,gotcha,3,with handkerchief,2,look at that,2
14,tree,3,okay i,2,it okay got,2
15,fish,2,think i,2,got it okay,2
16,handkerchief,2,that wished,2,it got get,1
17,bunny,2,palm tree,2,answering query with,1
18,normal,2,it okay,2,with trouble got,1
19,rupee,2,that i,1,trouble got it,1
