,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,i,43,i got,23,i got this,5
1,then,36,i have,13,then i have,4
2,got,31,then i,9,so i got,3
3,have,20,upside down,9,then i got,3
4,with,16,last one,6,then we have,3
5,down,16,got this,5,coming out of,2
6,one,14,it then,5,first one is,2
7,dog,12,we have,5,of it then,2
8,it,11,so i,4,got upside down,2
9,triangle,11,one is,4,rubber ducky then,2
10,upside,9,first one,4,shapes coming out,2
11,sailboat,9,then we,3,yeah i got,2
12,is,9,is that,3,then last one,2
13,sideways,9,then house,3,i got dog,2
14,last,7,with two,3,down i got,2
15,of,7,dog with,3,upside down raptor,2
16,like,6,sideways sailboat,3,in it then,2
17,on,6,of it,3,bunny i have,2
18,man,6,i had,3,sailboat then house,2
19,in,6,sailboat then,3,have turtle how,1
