,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,i,212,i have,119,then i have,23
1,got,155,got it,92,got it got,23
2,have,125,i got,57,it got it,22
3,it,115,then i,31,got it i,21
4,then,103,upside down,29,it i have,15
5,down,57,it got,23,i got it,12
6,like,51,flying bird,22,loch ness monster,12
7,with,48,it i,22,an upside down,9
8,triangle,33,loch ness,16,i dont know,8
9,flying,32,looks like,12,i have an,8
10,bird,30,ness monster,12,all right i,7
11,boat,29,to right,11,rocket ship going,6
12,upside,29,i dont,11,have an upside,6
13,going,28,okay i,11,okay i have,6
14,is,27,christmas tree,9,right i got,6
15,dog,26,an upside,9,i think i,5
16,sailboat,26,going to,9,i have dog,5
17,guy,26,boat then,9,going to left,4
18,right,25,right i,9,then i got,4
19,to,24,going down,8,it i got,4
