,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,got,193,got it,181,got it got,124
1,it,191,it got,125,it got it,120
2,i,50,i got,20,got it i,18
3,have,16,it i,18,i got it,16
4,you,10,i have,14,it i have,12
5,think,9,i think,8,i think i,7
6,with,9,think i,7,think i got,6
7,up,8,flying bird,6,got it okay,4
8,to,6,got you,4,it i think,3
9,that,6,it okay,4,got it ok,3
10,flying,6,right side,3,right side up,3
11,sailboat,6,ok i,3,it got you,3
12,bird,6,gotcha got,3,gotcha got it,3
13,in,5,side up,3,i dont know,2
14,duck,5,done got,3,it ok i,2
15,then,5,it ok,3,done got it,2
16,on,5,yeah i,3,push done got,2
17,at,5,okay i,2,have speed boat,2
18,or,5,facing left,2,i have speed,2
19,okay,5,that i,2,yeah i got,2
