,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,i,272,i have,199,got it i,67
1,have,202,got it,149,it got it,60
2,it,189,it i,71,got it got,58
3,got,157,it got,61,it i have,56
4,then,90,upside down,27,then i have,27
5,with,70,then i,27,an upside down,22
6,like,55,i dont,24,i dont know,20
7,guy,51,an upside,23,i have an,17
8,down,44,dont know,21,i have guy,15
9,an,41,i got,18,have an upside,15
10,triangle,35,have an,17,i got it,14
11,of,34,looks like,17,i have dog,11
12,its,34,have guy,15,i have weird,9
13,um,32,out of,12,i have boat,8
14,thing,31,of it,11,it i got,8
15,one,30,looking thing,11,coming out of,8
16,upside,28,have dog,11,out of it,8
17,boat,27,dog with,10,i have house,7
18,dog,27,one is,10,i have sideways,7
19,dont,25,kind of,10,i have big,7
