,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,i,47,i have,41,out of it,5
1,then,45,upside down,7,i have guy,4
2,have,43,kind of,7,loch ness monster,4
3,like,29,out of,5,thing i have,4
4,with,17,thing i,5,then i have,4
5,it,16,of it,5,okay i have,3
6,of,14,my last,4,i have stingray,3
7,its,14,thing thats,4,then loch ness,3
8,thing,13,its like,4,my last one,3
9,one,11,cut out,4,then my last,3
10,triangle,10,then my,4,coming out of,3
11,in,9,okay i,4,kind of looks,3
12,down,9,loch ness,4,i have like,3
13,on,9,ness monster,4,i have boat,3
14,sailboat,8,have guy,4,my third one,2
15,kind,7,with triangle,4,rectangle with triangle,2
16,my,7,then i,4,thing thats not,2
17,out,7,last one,3,ness monster thing,2
18,upside,7,then loch,3,monster thing i,2
19,boat,7,have like,3,then vulture then,2
