,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,i,60,got it,39,got it got,18
1,got,59,i have,21,it got it,17
2,it,58,it got,20,got it i,6
3,like,27,i got,16,then i have,4
4,that,25,looks like,7,it i have,4
5,is,23,it i,6,it looks like,3
6,have,23,going to,6,so there is,3
7,you,21,you know,6,catch up to,2
8,hes,18,flying bird,5,fish super shredder,2
9,this,16,hes like,5,camel fish super,2
10,to,15,i dont,4,like you know,2
11,so,14,then i,4,rabbit camel fish,2
12,then,13,native american,4,body got it,2
13,because,12,super shredder,4,triangle body got,2
14,with,12,because hes,4,theyre going to,2
15,in,11,thing is,3,mate theyre going,2
16,dog,10,that is,3,because you know,2
17,bird,10,it looks,3,not going to,2
18,up,10,hang on,3,im outta here,2
19,know,10,there is,3,native american general,2
