,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,i,91,i have,80,my first one,10
1,have,82,got it,26,it i have,10
2,then,49,one is,25,got it i,10
3,with,47,upside down,25,first one is,10
4,down,35,it i,13,then i have,9
5,it,35,looks like,13,it got it,7
6,one,35,first one,12,is upside down,7
7,is,33,my first,10,an upside down,7
8,like,33,then i,9,one is upside,6
9,got,29,last one,8,got it got,6
10,upside,26,rocket ship,7,i have an,5
11,my,25,an upside,7,i have dog,5
12,an,22,is upside,7,you repeat that,5
13,guy,16,it got,7,my next one,4
14,bird,16,with an,6,i have guy,4
15,sideways,15,bird with,6,triangle with an,4
16,triangle,13,repeat that,5,have an upside,4
17,sailboat,13,cut out,5,down i have,4
18,big,13,second one,5,upside down crow,4
19,looks,13,you repeat,5,out i have,4
