,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,got,294,got it,260,got it got,155
1,it,282,it got,156,it got it,152
2,i,131,i have,63,got it i,27
3,have,67,i got,38,got it okay,21
4,then,58,it i,28,okay got it,21
5,okay,34,it okay,22,it i have,21
6,like,33,okay got,21,i got it,20
7,triangle,30,then i,16,it okay got,16
8,with,30,upside down,14,then i have,11
9,on,24,okay i,12,got it ok,8
10,down,21,flying bird,10,okay i have,7
11,one,19,it ok,8,it looks like,5
12,that,18,looks like,8,i have flying,5
13,its,18,ive got,7,have flying bird,5
14,flying,17,i think,7,it okay i,5
15,of,17,i dont,6,think i got,5
16,right,16,ok i,6,then i got,5
17,going,16,have flying,5,ok got it,4
18,guy,15,loch ness,5,duck with two,4
19,upside,14,think i,5,i think i,4
