,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,then,316,one is,140,third one is,41
1,one,272,i got,76,second one is,36
2,got,159,upside down,67,first one is,35
3,is,157,third one,64,then last one,31
4,i,135,second one,64,so i have,26
5,it,118,last one,57,then third one,24
6,with,117,first one,52,last one is,23
7,down,100,i have,49,out of it,22
8,triangle,91,so i,47,so i got,21
9,like,81,got it,46,okay so i,14
10,second,80,then last,40,coming out of,13
11,last,76,looking thing,38,then second one,11
12,on,74,of it,27,it first one,10
13,third,73,then third,26,my first one,10
14,upside,68,out of,25,got it first,9
15,first,65,one its,21,looking thing with,9
16,square,65,it has,18,got it i,9
17,sailboat,60,coming out,17,lady in dress,9
18,its,60,last ones,17,one is triangle,9
19,so,57,with two,17,it i got,9
