,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,i,27,i have,18,got it got,5
1,got,21,got it,14,then i have,5
2,it,18,looks like,6,got it i,5
3,have,18,then i,6,it got it,5
4,then,17,it i,5,i have dog,4
5,dog,11,it got,5,it i have,4
6,like,11,i got,5,okay got it,3
7,in,7,have dog,4,it looks like,3
8,looks,6,okay got,3,looks like shes,3
9,dress,6,it looks,3,i have triangle,2
10,facing,6,upside down,3,his head in,2
11,down,6,rocket ship,3,have dog facing,2
12,woman,5,like shes,3,woman in dress,2
13,with,5,in dress,3,with square snout,2
14,okay,4,dog with,3,dog with square,2
15,triangle,4,his head,2,i have cat,2
16,up,4,head in,2,apple i have,2
17,cat,4,girl in,2,looks like woman,2
18,ship,3,dog facing,2,up giraffe dog,1
19,third,3,facing down,2,facing up giraffe,1
