,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,got,23,got it,22,got it got,11
1,it,22,it got,11,it got it,11
2,then,17,i have,11,got it i,8
3,i,16,it i,8,it i have,8
4,have,11,i got,4,i got it,3
5,like,6,okay i,3,i have speedboat,2
6,thing,5,ness monster,2,then loch ness,2
7,okay,4,guy upside,2,i have like,2
8,triangle,4,upside down,2,loch ness monster,2
9,with,4,then loch,2,guy upside down,2
10,dog,4,diamond got,2,okay i got,2
11,down,3,loch ness,2,diamond got it,2
12,in,3,have like,2,sideways road runner,1
13,person,3,bridge then,2,swan got it,1
14,guy,3,have speedboat,2,road runner dragon,1
15,upside,2,ive dog,1,runner dragon then,1
16,bridge,2,up ive,1,dragon then swan,1
17,ive,2,pointing up,1,then swan got,1
18,um,2,speadboat pointing,1,down then bridge,1
19,his,2,then speadboat,1,have speedboat pointing,1
