,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,got,35,got it,21,got it got,9
1,it,28,i have,12,then i have,9
2,then,28,ive got,12,it got it,8
3,like,27,then i,9,it ive got,6
4,i,17,it got,9,got it ive,6
5,have,15,it ive,6,ive got like,3
6,ive,12,looks like,5,it looks like,3
7,okay,8,upside down,4,got it okay,3
8,with,7,this weird,4,ive got this,3
9,of,7,got like,4,an upside down,3
10,an,7,it looks,3,okay ive got,3
11,weird,7,of shapes,3,it okay ive,2
12,thing,7,with like,3,i have like,2
13,is,6,flying bird,3,okay i have,2
14,to,6,an upside,3,im not really,2
15,sideways,6,got this,3,i have an,2
16,or,5,okay i,3,got this weird,2
17,shape,5,it okay,3,ive got vulture,2
18,bird,5,okay ive,3,i have sideways,2
19,looks,5,have sideways,3,not really sure,2
