,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,i,468,i have,393,then i have,58
1,have,402,upside down,65,an upside down,47
2,then,172,then i,58,i have an,34
3,with,143,an upside,48,i have guy,31
4,guy,105,have an,35,have an upside,29
5,down,97,have guy,32,i dont know,23
6,like,89,looks like,29,i have dog,19
7,an,86,i dont,27,i have boat,19
8,it,85,dont know,24,coming out of,17
9,triangle,79,out of,23,i have triangle,16
10,um,67,got it,22,out of it,16
11,upside,66,coming out,21,i have sideways,15
12,its,64,kind of,20,it i have,14
13,of,63,it i,19,i have weird,13
14,one,60,one is,19,i have big,12
15,thing,55,have dog,19,got it i,12
16,dog,55,of it,19,of looks like,11
17,boat,52,have boat,19,kind of looks,11
18,sideways,47,looking thing,18,boat i have,11
19,out,47,dog with,18,i have crab,10
