,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,got,21,got it,21,got it got,13
1,it,21,it got,13,it got it,13
2,i,12,i have,6,i got it,4
3,have,6,then i,5,then i have,3
4,then,5,okay i,4,okay i have,2
5,okay,4,i got,4,then i got,2
6,done,2,ellen okay,2,ok then i,2
7,weird,2,it ok,2,it ok then,2
8,baseball,2,ok then,2,got it ok,2
9,ok,2,there okay,1,ellen okay i,2
10,big,2,it did,1,had same thing,1
11,ellen,2,sorry got,1,or stove got,1
12,that,2,it sorry,1,click done ellen,1
13,at,2,stove got,1,you click done,1
14,you,2,or stove,1,did you click,1
15,or,1,b or,1,it did you,1
16,slant,1,you click,1,got it did,1
17,stove,1,big b,1,sorry got it,1
18,sorry,1,slant big,1,it sorry got,1
19,boat,1,boat slant,1,got it sorry,1
