,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,then,48,ive got,13,all right ive,6
1,of,21,upside down,12,right ive got,6
2,one,20,kind of,10,last one is,4
3,with,20,one is,9,is kind of,3
4,like,19,all right,7,comin out of,3
5,got,18,right ive,6,string of triangles,3
6,in,16,holding triangle,6,on its side,3
7,on,16,then last,5,boat with tower,3
8,its,14,out of,5,with tower on,3
9,is,14,birthday cake,5,then birthday cake,3
10,down,13,first one,5,then last one,3
11,ive,13,last one,4,one is kind,3
12,upside,12,comin out,4,lady in dress,3
13,triangle,12,on its,3,one is like,3
14,right,11,string of,3,guy holding triangle,3
15,kind,10,pointing up,3,of hat then,2
16,it,9,looking thing,3,kind of pointing,2
17,out,8,then hammer,3,ive got iron,2
18,bottom,8,of triangles,3,first one is,2
19,first,8,tower on,3,rocket ship then,2
