,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,i,66,i have,49,all right i,7
1,then,63,all right,12,okay i have,7
2,have,52,one is,12,then i have,6
3,like,35,i got,10,rocket ship going,5
4,with,28,rocket ship,8,right i have,4
5,one,25,okay i,8,i have like,4
6,is,23,right i,7,down i have,3
7,right,20,then i,7,i have dog,3
8,got,19,flying bird,7,i dont know,3
9,triangle,19,looks like,6,first one is,3
10,so,18,going down,6,shapes i have,3
11,to,18,ship going,5,half christmas tree,3
12,down,18,going to,5,right i got,3
13,okay,17,upside down,5,i have whale,3
14,it,17,kind of,5,ship going down,3
15,an,17,so theres,5,all right so,2
16,its,16,batman swimming,5,ram rocket ship,2
17,on,16,on it,4,batman swimming i,2
18,sailboat,15,i dont,4,i have crab,2
19,all,14,with two,4,i have duck,2
