,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,got,370,i got,226,then i got,25
1,i,346,upside down,66,see i got,12
2,then,183,then i,37,okay i got,11
3,down,116,flying bird,33,then i have,9
4,it,98,looks like,31,i got dog,9
5,one,93,got it,30,down i got,9
6,boat,75,lets see,20,got it i,9
7,dog,75,okay i,17,i got house,8
8,triangle,68,i have,16,it i got,8
9,sideways,66,got dog,16,lets see i,8
10,upside,66,last one,16,i got crab,7
11,guy,59,third one,15,right side up,7
12,flamingo,57,i gots,14,it looks like,7
13,fish,56,sea monster,14,i got an,7
14,that,56,first one,14,i got fish,7
15,flying,52,got boat,13,got upside down,6
16,man,51,triangle diamond,13,on their knees,6
17,like,51,sea serpent,12,house i got,6
18,sailboat,48,laying down,12,i got boat,6
19,up,46,see i,12,sailboat i got,6
