,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,got,36,got it,19,got it i,6
1,i,31,i have,15,it got it,5
2,then,28,i got,13,then i have,5
3,it,21,upside down,9,got it got,5
4,have,16,then i,7,it i have,4
5,down,12,it i,6,got it okay,3
6,upside,9,it got,5,got upside down,3
7,an,8,flying bird,4,rupee got it,2
8,with,7,then sideways,3,an upside down,2
9,sailboat,6,his head,3,then i got,2
10,bird,6,it okay,3,i got upside,2
11,on,6,got upside,3,sailboat i have,2
12,right,5,sailboat i,2,it i got,2
13,like,5,key hat,2,his head in,2
14,to,5,have big,2,with his head,2
15,one,5,big flying,2,okay i got,2
16,big,5,with his,2,i have sailboat,2
17,flying,5,down got,2,down got it,2
18,plant,4,christmas tree,2,big flying bird,2
19,left,4,head in,2,have big flying,2
