,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,then,140,i have,29,loch ness monster,6
1,got,66,upside down,26,got it got,6
2,i,63,i got,24,got upside down,5
3,with,43,got it,18,then last one,5
4,one,41,one is,11,so i got,5
5,down,37,looking thing,11,then upside down,5
6,like,36,last one,9,right i got,5
7,it,35,so i,9,then third one,4
8,have,35,turkey then,9,it got it,4
9,triangle,28,then last,8,so i have,4
10,upside,26,rocket ship,8,third one is,4
11,right,20,first one,7,i dont know,4
12,its,19,arrow pointing,7,then snake then,4
13,on,19,third one,7,lady in dress,4
14,thing,18,it has,7,all right i,4
15,turkey,17,then like,6,upside down sailboat,3
16,boat,17,it got,6,on its side,3
17,arrow,17,on its,6,then lady in,3
18,in,16,all right,6,arrow pointing to,3
19,dog,15,bird then,6,i have like,3
