,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,it,25,got it,23,got it got,16
1,got,23,it got,16,it got it,16
2,i,8,i got,4,i got it,4
3,done,2,it ok,2,it ok then,2
4,then,2,then i,2,ok then i,2
5,ok,2,okay i,2,then i got,2
6,have,2,i have,2,got it ok,2
7,okay,2,ok then,2,okay i have,1
8,you,2,minutes thanks,1,i have baseball,1
9,that,2,plate freight,1,have baseball plate,1
10,ness,1,freight boat,1,baseball plate freight,1
11,slant,1,boat slant,1,plate freight boat,1
12,big,1,slant big,1,minutes thanks i,1
13,b,1,baseball plate,1,boat slant big,1
14,minutes,1,big b,1,slant big b,1
15,or,1,b or,1,big b or,1
16,stove,1,or stove,1,b or stove,1
17,fat,1,stove got,1,or stove got,1
18,crow,1,it fat,1,stove got it,1
19,loch,1,have baseball,1,got it fat,1
