,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,it,157,got it,148,it got it,108
1,got,156,it got,110,got it got,108
2,i,21,it okay,12,got it okay,12
3,okay,16,okay got,9,okay got it,9
4,that,9,i got,8,i got it,8
5,then,9,it i,5,it okay got,7
6,on,8,okay i,4,got it i,5
7,like,8,upside down,3,it okay i,4
8,with,8,flying bird,3,got it have,3
9,which,7,i have,3,it i have,2
10,one,7,it have,3,thank you got,2
11,have,7,two feet,3,going to left,2
12,this,7,is like,2,monster got it,2
13,seal,6,hand puppet,2,got it um,2
14,to,6,kinky tail,2,you got it,2
15,down,6,then weird,2,think i got,2
16,flying,6,which got,2,i think i,2
17,theres,5,it it,2,ok i think,2
18,two,5,eaten by,2,left got it,2
19,is,4,with triangle,2,to left got,2
