,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,i,41,i have,36,then i have,6
1,have,37,upside down,9,i have this,4
2,then,20,looks like,6,okay i have,4
3,with,17,bird with,6,flying bird going,3
4,like,17,then i,6,duck with two,3
5,down,16,flying bird,5,downward i have,2
6,bird,11,okay i,4,have triangle guy,2
7,upside,9,have this,4,in bottom left,2
8,it,8,with two,4,left i have,2
9,triangle,8,arrow pointing,3,arrow pointing to,2
10,okay,7,bird going,3,an arrow pointing,2
11,looks,7,right side,3,i have flying,2
12,left,7,who is,3,have flying bird,2
13,flying,7,to left,3,with long tail,2
14,this,7,it looks,3,it looks like,2
15,right,6,like triangle,3,bird with long,2
16,is,6,laying down,3,going to left,2
17,on,6,duck with,3,i have an,2
18,going,6,an upside,2,an upside down,2
19,or,5,with long,2,sailboat i have,2
