,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,got,98,got it,75,got it got,38
1,it,88,i have,46,it got it,35
2,i,83,it got,38,okay i have,10
3,have,51,i got,26,i got it,9
4,then,36,okay i,12,got it okay,6
5,like,29,upside down,9,then i have,6
6,okay,20,then i,7,got it i,5
7,with,19,it okay,7,it okay i,4
8,down,18,it i,5,got it ok,4
9,that,15,ok i,5,i have guy,4
10,on,14,looks like,5,oh okay i,3
11,sailboat,13,on one,5,it i have,3
12,you,13,flying bird,5,on one leg,3
13,one,13,kind of,5,ok i have,3
14,is,12,have guy,4,okay got it,3
15,dog,11,it ok,4,i have sailboat,3
16,of,10,with like,4,got it yeah,3
17,my,9,triangle body,4,i have pot,3
18,its,9,have pot,3,got it gotcha,3
19,apple,9,it yeah,3,it ok i,3
