,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,got,86,got it,27,got it i,8
1,then,83,ive got,22,it i have,7
2,like,45,i have,19,loch ness monster,5
3,i,41,upside down,12,got it got,5
4,with,30,got got,8,got it ive,5
5,it,30,i got,8,it ive got,5
6,in,29,then like,8,um ive got,4
7,boat,25,it i,8,i have boat,4
8,ive,22,loch ness,6,got got got,4
9,have,20,got i,6,it got it,4
10,down,20,boat with,6,then upside down,4
11,triangle,19,arrow pointing,6,got it gotcha,3
12,right,17,right then,5,upside down mountain,3
13,on,16,ness monster,5,got i got,3
14,arrow,15,got like,5,can you repeat,3
15,thing,14,have boat,5,ive got like,3
16,dog,12,turkey then,5,ness monster then,3
17,square,12,it ive,5,oh my god,2
18,upside,12,then boat,5,thing got it,2
19,turkey,11,it got,5,last one is,2
