,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,it,52,got it,51,it got it,34
1,got,51,it got,34,got it got,34
2,okay,10,it okay,9,got it okay,9
3,then,10,okay got,6,okay got it,6
4,my,5,upside down,5,it okay got,5
5,upside,5,it yep,3,then upside down,3
6,i,5,yep got,3,got it yep,3
7,down,5,one is,3,it yep got,3
8,with,4,then upside,3,yep got it,3
9,is,4,i have,3,upside down sailboat,2
10,sailboat,3,legs in,2,i got it,2
11,of,3,down sailboat,2,okay i have,2
12,first,3,sailboat then,2,legs in air,2
13,one,3,first ones,2,it okay i,2
14,like,3,my first,2,ones boat then,1
15,dog,3,i got,2,yeah got it,1
16,legs,3,all right,2,mountain yeah got,1
17,have,3,in air,2,down mountain yeah,1
18,yep,3,okay i,2,upside down mountain,1
19,boat,2,triangles all,1,like paraplegic dog,1
