,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,got,37,got it,37,got it got,27
1,it,37,it got,27,it got it,27
2,i,12,i have,8,i got it,3
3,have,8,i got,3,got it ok,3
4,then,6,then i,3,then i have,3
5,ok,4,it ok,3,ok got it,2
6,cave,4,it yeah,2,got it yeah,2
7,like,3,it i,2,it yeah i,2
8,in,2,ok got,2,it ok i,2
9,holding,2,ok i,2,it i have,2
10,one,2,person like,2,got it i,2
11,person,2,yeah i,2,dress holding handkerchief,1
12,dragon,2,looks like,1,handkerchief then i,1
13,with,2,arrow headed,1,holding handkerchief then,1
14,triangle,2,an arrow,1,lady in dress,1
15,flamingo,2,have an,1,i have an,1
16,yeah,2,handkerchief then,1,have an arrow,1
17,rooster,1,holding handkerchief,1,an arrow headed,1
18,swan,1,dress holding,1,arrow headed guy,1
19,left,1,have lady,1,in dress holding,1
