,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,i,86,i have,63,loch ness monster,24
1,then,81,ive got,37,okay i have,15
2,have,72,loch ness,26,okay ive got,8
3,with,67,ness monster,24,bird with tail,8
4,got,66,upside down,23,then i have,8
5,like,50,flying bird,19,i have an,7
6,guy,46,okay i,16,an upside down,5
7,down,43,going to,12,going to left,5
8,bird,39,then i,10,duck with two,5
9,ive,37,to left,10,going to right,5
10,okay,36,got it,10,lady with handkerchief,5
11,to,31,bird with,10,ive got this,5
12,flamingo,30,with two,9,ok i have,4
13,sailboat,30,to right,9,with two feet,4
14,this,27,got this,9,flamingo looking back,4
15,going,27,looks like,9,i got this,4
16,weird,26,with tail,9,have loch ness,4
17,loch,26,i got,9,guy reading book,4
18,ness,26,okay so,8,i have loch,4
19,it,25,boat with,8,ive got ram,4
