,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,i,97,i have,65,then i have,15
1,have,68,got it,35,it got it,12
2,got,45,i got,16,got it got,12
3,it,43,then i,16,got it i,11
4,then,33,it got,12,i got it,9
5,with,24,it i,12,it i have,9
6,like,22,flying bird,7,i have triangle,4
7,triangle,18,upside down,7,i have boat,4
8,to,15,right corner,6,i have this,4
9,guy,15,christmas tree,5,i have sideways,4
10,right,13,with like,4,have boat with,3
11,down,12,have sideways,4,i dont know,3
12,one,12,have like,4,flying bird going,3
13,boat,11,going to,4,big flying bird,3
14,that,11,dog going,4,downward i have,3
15,weird,10,have triangle,4,i have like,3
16,going,10,have this,4,i have stingray,3
17,is,9,to right,4,i have dog,3
18,bird,9,have boat,4,i think i,3
19,on,9,okay i,4,that i have,3
