,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,it,19,got it,17,it got it,8
1,got,18,i have,10,got it got,8
2,i,13,it got,8,got it i,4
3,have,10,it i,4,okay i have,3
4,then,7,one is,3,got it gotcha,3
5,with,6,okay i,3,it gotcha got,2
6,one,6,it gotcha,3,gotcha got it,2
7,okay,3,with square,2,it i have,2
8,is,3,then sideways,2,it okay i,2
9,its,3,flamingo then,2,got it okay,2
10,gotcha,3,upside down,2,fourth hes taking,1
11,guy,2,it okay,2,hes taking tumble,1
12,out,2,dog with,2,kicking third doing,1
13,flamingo,2,gotcha got,2,down second one,1
14,fourth,2,second one,2,wings i have,1
15,on,2,bass then,1,two wings i,1
16,upside,2,have dragon,1,with two wings,1
17,doing,2,weird creature,1,creature with two,1
18,boat,2,thing weird,1,weird creature with,1
19,down,2,looking thing,1,thing weird creature,1
